id,code,dosage,Name,
29676,201331,200MG,BUPROPION HYDROCHLORIDE,
29677,201333,125MG,FAMCICLOVIR,
29678,201333,250MG,FAMCICLOVIR,
29679,201333,500MG,FAMCICLOVIR,
29680,201335,5MG,DONEPEZIL HYDROCHLORIDE,
29681,201335,10MG,DONEPEZIL HYDROCHLORIDE,
29682,201336,EQ 10MG BASE,FLUOXETINE HYDROCHLORIDE,
29683,201336,EQ 20MG BASE,FLUOXETINE HYDROCHLORIDE,
29684,201336,EQ 40MG BASE,FLUOXETINE HYDROCHLORIDE,
29685,201355,25MG/5ML,NITROFURANTOIN,
29686,201356,12.5MG;10MG,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,
29687,201356,12.5MG;20MG,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,
29688,201356,25MG;20MG,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,
29689,201361,20MG/1100MG,OMEPRAZOLE SODIUM BICARBONATE,
29690,201365,EQ 150MG BASE/VIAL,COLISTIMETHATE SODIUM,
29691,201367,40MG/ML,BANZEL,
29692,201370,1000 UNITS/ML,HEPARIN SODIUM,
29693,201370,5000 UNITS/ML,HEPARIN SODIUM,
29694,201370,10000 UNITS/ML,HEPARIN SODIUM,
29695,201370,1000 UNITS/ML,HEPARIN SODIUM PRESERVATIVE FREE,
29696,201373,30MG/5ML,CHILDREN'S ALLEGRA ALLERGY,
29697,201373,30MG/5ML,CHILDREN'S ALLEGRA HIVES,
29698,201374,25MG,LAMOTRIGINE,
29699,201374,50MG,LAMOTRIGINE,
29700,201374,100MG,LAMOTRIGINE,
29701,201374,200MG,LAMOTRIGINE,
29702,201374,250MG,LAMOTRIGINE,
29703,201374,300MG,LAMOTRIGINE,
29704,201380,EQ 5MG BASE,AMLODIPINE BESYLATE,
29705,201380,EQ 10MG BASE,AMLODIPINE BESYLATE,
29706,201382,1MG,GUANFACINE HYDROCHLORIDE,
29707,201382,2MG,GUANFACINE HYDROCHLORIDE,
29708,201382,3MG,GUANFACINE HYDROCHLORIDE,
29709,201382,4MG,GUANFACINE HYDROCHLORIDE,
29710,201384,100MG,TRAMADOL HYDROCHLORIDE,
29711,201384,200MG,TRAMADOL HYDROCHLORIDE,
29712,201384,300MG,TRAMADOL HYDROCHLORIDE,
29713,201402,0.05%,CLOBETASOL PROPIONATE,
29714,201404,EQ 10GM BASE/VIAL,AMPICILLIN SODIUM,
29715,201407,25MG;37.5MG,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,
29716,201408,1MG,GUANFACINE HYDROCHLORIDE,
29717,201408,2MG,GUANFACINE HYDROCHLORIDE,
29718,201408,3MG,GUANFACINE HYDROCHLORIDE,
29719,201408,4MG,GUANFACINE HYDROCHLORIDE,
29720,201422,300MG/5ML,TOBRAMYCIN,
29721,201444,300MG/10ML(30MG/ML)N/A;N/A12.5GM/50ML(250MG/ML),NITHIODOTE,
29722,201445,200MG,ACYCLOVIR,
29723,201446,1.5MG,FALLBACK SOLO,
29724,201447,325MG;2.5MG,OXYCODONE AND ACETAMINOPHEN,
29725,201447,325MG;5MG,OXYCODONE AND ACETAMINOPHEN,
29726,201447,325MG;7.5MG,OXYCODONE AND ACETAMINOPHEN,
29727,201447,325MG;10MG,OXYCODONE AND ACETAMINOPHEN,
29728,201451,12.5MG,MECLIZINE HYDROCHLORIDE,
29729,201451,25MG,MECLIZINE HYDROCHLORIDE,
29730,201451,50MG,MECLIZINE HYDROCHLORIDE,
29731,201464,500MG,LEVETIRACETAM,
29732,201464,750MG,LEVETIRACETAM,
29733,201466,5MG/5ML,METHYLPHENIDATE HYDROCHLORIDE,
29734,201466,10MG/5ML,METHYLPHENIDATE HYDROCHLORIDE,
29735,201467,65MG,MINOCYCLINE HYDROCHLORIDE,
29736,201467,115MG,MINOCYCLINE HYDROCHLORIDE,
29737,201483,0.35MG,NORETHINDRONE,
29738,201484,250MG,LEVOFLOXACIN,
29739,201484,500MG,LEVOFLOXACIN,
29740,201484,750MG,LEVOFLOXACIN,
29741,201486,2MG,TOLTERODINE TARTRATE,
29742,201486,4MG,TOLTERODINE TARTRATE,
29743,201503,0.5MG,CABERGOLINE,
29744,201504,EQ 25MG BASE,QUETIAPINE FUMARATE,
29745,201504,EQ 50MG BASE,QUETIAPINE FUMARATE,
29746,201504,EQ 100MG BASE,QUETIAPINE FUMARATE,
29747,201504,EQ 150MG BASE,QUETIAPINE FUMARATE,
29748,201504,EQ 200MG BASE,QUETIAPINE FUMARATE,
29749,201504,EQ 300MG BASE,QUETIAPINE FUMARATE,
29750,201504,EQ 400MG BASE,QUETIAPINE FUMARATE,
29751,201505,12.5MG;150MG,IRBESARTAN AND HYDROCHLOROTHIAZIDE,
29752,201505,12.5MG;300MG,IRBESARTAN AND HYDROCHLOROTHIAZIDE,
29753,201505,25MG;300MG,IRBESARTAN HYDROCHLOROTHIAZIDE,
29754,201506,EQ 500MG BASE,VALACYCLOVIR HYDROCHLORIDE,
29755,201506,EQ 1GM BASE,VALACYCLOVIR HYDROCHLORIDE,
29756,201507,EQ 25MG HYDROCHLORIDE,HYDROXYZINE PAMOATE,
29757,201507,EQ 50MG HYDROCHLORIDE,HYDROXYZINE PAMOATE,
29758,201508,EQ 4MG BASE,MONTELUKAST SODIUM,
29759,201508,EQ 5MG BASE,MONTELUKAST SODIUM,
29760,201510,0.035MG0.035MG0.035MG;0.5MG0.75MG1MG,PIRMELLA 7/7/7,
29761,201511,5%,MAFENIDE ACETATE,
29762,201512,0.035MG;1MG,PIRMELLA 1/35,
29763,201515,EQ 10MG BASE,MONTELUKAST SODIUM,
29764,201517,100MG/5ML,MORPHINE SULFATE,
29765,201519,2MG,ARIPIPRAZOLE,
29766,201519,5MG,ARIPIPRAZOLE,
29767,201519,10MG,ARIPIPRAZOLE,
29768,201519,15MG,ARIPIPRAZOLE,
29769,201519,20MG,ARIPIPRAZOLE,
29770,201519,30MG,ARIPIPRAZOLE,
29771,201522,EQ 10MG BASE,MONTELUKAST SODIUM,
29772,201524,12.5MG;150MG,IRBESARTAN AND HYDROCHLOROTHIAZIDE,
29773,201524,12.5MG;300MG,IRBESARTAN AND HYDROCHLOROTHIAZIDE,
29774,201524,300MG; 25MG,IRBESARTAN; HYDROCHLOROTHIAZIDE,
29775,201525,20MG/2ML (10MG/ML),DOCETAXEL,
29776,201525,80MG/8ML (10MG/ML),DOCETAXEL,
29777,201525,160MG/16ML (10MG/ML),DOCETAXEL,
29778,201529,EQ 50MG BASE/2ML (EQ 25MG BASE/ML),METHOTREXATE SODIUM PRESERVATIVE FREE,
29779,201529,EQ 100MG BASE/4ML (EQ 25MG BASE/ML),METHOTREXATE SODIUM PRESERVATIVE FREE,
29780,201529,EQ 200MG BASE/8ML (EQ 25MG BASE/ML),METHOTREXATE SODIUM PRESERVATIVE FREE,
29781,201529,EQ 250MG BASE/10ML (EQ 25MG BASE/ML),METHOTREXATE SODIUM PRESERVATIVE FREE,
29782,201530,EQ 1GM BASE/40ML (EQ 25MG BASE/ML),METHOTREXATE SODIUM PRESERVATIVE FREE,
29783,201531,75MG,IRBESARTAN,
29784,201531,150MG,IRBESARTAN,
29785,201531,300MG,IRBESARTAN,
29786,201532,1MG/2ML (0.5MG/ML),HALAVEN,
29787,201533,0.05MG/ML,PALONOSETRON HYDROCHLORIDE,
29788,201533,0.25MG/5ML,PALONOSETRON HYDROCHLORIDE,
29789,201536,20MG,ELETRIPTAN HYDROBROMIDE,
29790,201536,40MG,ELETRIPTAN HYDROBROMIDE,
29791,201537,100MG/VIAL,AZACITIDINE,
29792,201538,EQ 10GM BASE/VIAL,OXACILLIN SODIUM,
29793,201539,EQ 1GM BASE/VIAL,OXACILLIN SODIUM,
29794,201539,EQ 2GM BASE/VIAL,OXACILLIN SODIUM,
29795,201546,5MG/5ML,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY,
29796,201546,5MG/5ML,CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,
29797,201566,250MG,FLUCYTOSINE,
29798,201566,500MG,FLUCYTOSINE,
29799,201567,300MG,BUPROPION HYDROCHLORIDE,
29800,201570,EQ 300MG BASE,ABACAVIR SULFATE,
29801,201573,EQ 135MG FENOFIBRIC ACID,FENOFIBRIC ACID,
29802,201573,EQ 45MG FENOFIBRIC ACID,FENOFIBRIC ACID,
29803,201574,100MG/5ML,MORPHINE SULFATE,
29804,201576,EQ 2MG BASE,ROPINIROLE HYDROCHLORIDE,
29805,201576,EQ 4MG BASE,ROPINIROLE HYDROCHLORIDE,
29806,201576,EQ 6MG BASE,ROPINIROLE HYDROCHLORIDE,
29807,201576,EQ 8MG BASE,ROPINIROLE HYDROCHLORIDE,
29808,201576,EQ 12MG BASE,ROPINIROLE HYDROCHLORIDE,
29809,201578,1MG,SIROLIMUS,
29810,201578,2MG,SIROLIMUS,
29811,201580,100MG/ML,TRANEXAMIC ACID,
29812,201581,EQ 4MG BASE,MONTELUKAST SODIUM,
29813,201581,EQ 5MG BASE,MONTELUKAST SODIUM,
29814,201582,EQ 10MG BASE,MONTELUKAST SODIUM,
29815,201586,EQ 5MG BASE;40MG,TELMISARTAN AND AMLODIPINE,
29816,201586,EQ 10MG BASE;40MG,TELMISARTAN AND AMLODIPINE,
29817,201586,EQ 5MG BASE;80MG,TELMISARTAN AND AMLODIPINE,
29818,201586,EQ 10MG BASE;80MG,TELMISARTAN AND AMLODIPINE,
29819,201587,EQ 2% BASE,MUPIROCIN,
29820,201588,10MG/VIAL,OLANZAPINE,
29821,201615,0.064%;0.005%,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,
29822,201616,12.5MG; 150MG,HYDROCHLOROTHIAZIDE; IRBESARTAN,
29823,201616,12.5MG; 300MG,HYDROCHLOROTHIAZIDE; IRBESARTAN,
29824,201618,40MG,VALSARTAN,
29825,201618,80MG,VALSARTAN,
29826,201618,160MG,VALSARTAN,
29827,201618,320MG,VALSARTAN,
29828,201634,5MG,DONEPEZIL HYDROCHLORIDE,
29829,201634,10MG,DONEPEZIL HYDROCHLORIDE,
29830,201635,25MG,TROKENDI XR,
29831,201635,50MG,TROKENDI XR,
29832,201635,100MG,TROKENDI XR,
29833,201635,200MG,TROKENDI XR,
29834,201655,5MG,OPANA ER,
29835,201655,7.5MG,OPANA ER,
29836,201655,10MG,OPANA ER,
29837,201655,15MG,OPANA ER,
29838,201655,20MG,OPANA ER,
29839,201655,30MG,OPANA ER,
29840,201655,40MG,OPANA ER,
29841,201658,EQ 169MG CALCIUM,CALCIUM ACETATE,
29842,201661,3MG;0.02MG,NIKKI,
29843,201662,12.5MG;80MG,VALSARTAN AND HYDROCHLOROTHIAZIDE,
29844,201662,12.5MG;160MG,VALSARTAN AND HYDROCHLOROTHIAZIDE,
29845,201662,12.5MG;320MG,VALSARTAN AND HYDROCHLOROTHIAZIDE,
29846,201662,25MG;160MG,VALSARTAN AND HYDROCHLOROTHIAZIDE,
29847,201662,25MG;320MG,VALSARTAN AND HYDROCHLOROTHIAZIDE,
29848,201663,3MG;0.03MG,DROSPIRENONE AND ETHINYL ESTRADIOL,
29849,201674,10MG/5ML,HYDROXYZINE HYDROCHLORIDE,
29850,201676,0.5MG,SIROLIMUS,
29851,201676,1MG,SIROLIMUS,
29852,201676,0.5MG,SIROLIMUS,
29853,201677,40MG,VALSARTAN,
29854,201677,80MG,VALSARTAN,
29855,201677,160MG,VALSARTAN,
29856,201677,320MG,VALSARTAN,
29857,201678,EQ 25MG BASE/5ML,DOXYCYCLINE,
29858,201679,25MG/5ML,NITROFURANTOIN,
29859,201680,400MG,FELBAMATE,
29860,201680,600MG,FELBAMATE,
29861,201682,12.5MG;50MG,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,
29862,201682,12.5MG;100MG,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,
29863,201682,25MG;100MG,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,
29864,201686,EQ 75MG BASE,CLOPIDOGREL BISULFATE,
29865,201687,10MG,TRETINOIN,
29866,201688,28MG,TOBI PODHALER,
29867,201689,1GM/20ML (50MG/ML),IFOSFAMIDE,
29868,201689,3GM/60ML (50MG/ML),IFOSFAMIDE,
29869,201692,EQ 6MG BASE/ML,CLINDAMYCIN PHOSPHATE IN 5% DEXTROSE IN PLASTIC CONTAINER,
29870,201692,EQ 12MG BASE/ML,CLINDAMYCIN PHOSPHATE IN 5% DEXTROSE IN PLASTIC CONTAINER,
29871,201692,EQ 18MG BASE/ML,CLINDAMYCIN PHOSPHATE IN 5% DEXTROSE IN PLASTIC CONTAINER,
29872,201693,25MG/5ML,NITROFURANTOIN,
29873,201695,40MG/5ML,FAMOTIDINE,
29874,201699,200MG,DIFICID,
29875,201720,100MG/ML,TESTOSTERONE CYPIONATE,
29876,201720,200MG/ML,TESTOSTERONE CYPIONATE,
29877,201724,5MG,DONEPEZIL HYDROCHLORIDE,
29878,201724,10MG,DONEPEZIL HYDROCHLORIDE,
29879,201739,EQ 0.3MG/DELIVERY,AUVI-Q,
29880,201739,EQ 0.15MG/DELIVERY,AUVI-Q,
29881,201741,10MG/VIAL,OLANZAPINE,
29882,201742,5MG,TEMOZOLOMIDE,
29883,201742,20MG,TEMOZOLOMIDE,
29884,201742,100MG,TEMOZOLOMIDE,
29885,201742,140MG,TEMOZOLOMIDE,
29886,201742,180MG,TEMOZOLOMIDE,
29887,201742,250MG,TEMOZOLOMIDE,
29888,201743,125MG/125ML (1MG/ML),ARGATROBAN IN DEXTROSE,
29889,201745,EQ 75MG BASE,RANITIDINE HYDROCHLORIDE,
29890,201759,0.01%,FLUOCINOLONE ACETONIDE,
29891,201762,EQ 25MG BASE,QUETIAPINE FUMARATE,
29892,201762,EQ 50MG BASE,QUETIAPINE FUMARATE,
29893,201762,EQ 100MG BASE,QUETIAPINE FUMARATE,
29894,201762,EQ 150MG BASE,QUETIAPINE FUMARATE,
29895,201762,EQ 200MG BASE,QUETIAPINE FUMARATE,
29896,201762,EQ 300MG BASE,QUETIAPINE FUMARATE,
29897,201762,EQ 400MG BASE,QUETIAPINE FUMARATE,
29898,201764,0.01%,FLUOCINOLONE ACETONIDE,
29899,201779,2.5MG,ZOLMITRIPTAN,
29900,201779,5MG,ZOLMITRIPTAN,
29901,201783,EQ 4MG BASE/5ML,ZOLEDRONIC ACID,
29902,201784,100MG/ML,CYTARABINE,
29903,201786,0.005%,LATANOPROST,
29904,201787,5MG,DONEPEZIL HYDROCHLORIDE,
29905,201787,10MG,DONEPEZIL HYDROCHLORIDE,
29906,201790,10MG,EZETIMIBE,
29907,201791,25MG,LAMOTRIGINE,
29908,201791,50MG,LAMOTRIGINE,
29909,201791,100MG,LAMOTRIGINE,
29910,201791,200MG,LAMOTRIGINE,
29911,201791,250MG,LAMOTRIGINE,
29912,201791,300MG,LAMOTRIGINE,
29913,201801,EQ 5MG BASE/100ML,ZOLEDRONIC ACID,
29914,201803,EQ 200MG BASE,ADVIL,
29915,201804,2.5MG,LETROZOLE,
29916,201806,200MG; 300MG,EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,
29917,201807,75MG,INDOMETHACIN,
29918,201820,300MG/4ML,BETHKIS,
29919,201821,EQ 75MG BASE/5ML,CLINDAMYCIN PALMITATE HYDROCHLORIDE,
29920,201823,EQ 0.5MG BASE,RASAGILINE MESYLATE,
29921,201823,EQ 1MG BASE,RASAGILINE MESYLATE,
29922,201831,0.1MG,DESMOPRESSIN ACETATE,
29923,201831,0.2MG,DESMOPRESSIN ACETATE,
29924,201833,9MG/ML,SODIUM CHLORIDE 0.9%,
29925,201845,12.5MG;50MG,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,
29926,201845,12.5MG;100MG,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,
29927,201845,25MG;100MG,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,
29928,201846,EQ 0.1876MG BASE/SPRAY,AZELASTINE HYDROCHLORIDE,
29929,201850,9MG/ML,SODIUM CHLORIDE 0.9%,
29930,201885,100MG/ML,TRANEXAMIC ACID,
29931,201886,0.035MG;0.4MG,VYFEMLA,
29932,201887,0.15MG;0.03MG,ENSKYCE,
29933,201914,EQ 5MG BASE,RIZATRIPTAN BENZOATE,
29934,201914,EQ 10MG BASE,RIZATRIPTAN BENZOATE,
29935,201917,375MG,INCIVEK,
29936,201920,0.5MG,VARENICLINE,
29937,201920,1MG,VARENICLINE,
29938,201921,15MG,LANSOPRAZOLE,
29939,201921,30MG,LANSOPRAZOLE,
29940,201922,EQ 45MG BASE,XIMINO,
29941,201922,EQ 67.5MG BASE,XIMINO,
29942,201922,EQ 90MG BASE,XIMINO,
29943,201922,EQ 112.5MG BASE,XIMINO,
29944,201922,EQ 135MG BASE,XIMINO,
29945,201923,0.19MG,ILUVIEN,
29946,201946,20MG/1100MG,OMEPRAZOLE SODIUM BICARBONATE,
29947,201947,10MG/5ML,MORPHINE SULFATE,
29948,201947,20MG/5ML,MORPHINE SULFATE,
29949,201950,EQ 0.5MG BASE,RASAGILINE MESYLATE,
29950,201950,EQ 1MG BASE,RASAGILINE MESYLATE,
29951,201951,EQ 3MG BASE,DOXEPIN HYDROCHLORIDE,
29952,201951,EQ 6MG BASE,DOXEPIN HYDROCHLORIDE,
29953,201952,325MG;37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,
29954,201961,37.5MG,PHENTERMINE HYDROCHLORIDE,
29955,201962,0.5MG,VARENICLINE,
29956,201962,1MG,VARENICLINE,
29957,201964,2.5MG,FELODIPINE,
29958,201964,5MG,FELODIPINE,
29959,201964,10MG,FELODIPINE,
29960,201966,1MG/2ML,BUDESONIDE,
29961,201966,0.5MG/2ML,BUDESONIDE,
29962,201966,0.25MG/2ML,BUDESONIDE,
29963,201967,EQ 5MG BASE,RIZATRIPTAN BENZOATE,
29964,201967,EQ 10MG BASE,RIZATRIPTAN BENZOATE,
29965,201971,0.5MG,RASAGILINE MESYLATE,
29966,201971,1MG,RASAGILINE MESYLATE,
29967,201972,325MG;2.5MG,OXYCODONE AND ACETAMINOPHEN,
29968,201972,325MG;5MG,OXYCODONE AND ACETAMINOPHEN,
29969,201972,325MG;7.5MG,OXYCODONE AND ACETAMINOPHEN,
29970,201972,325MG;10MG,OXYCODONE AND ACETAMINOPHEN,
29971,201973,50MG,TRAMADOL HYDROCHLORIDE,
29972,201989,20MG/ML,PREGABALIN,
29973,201991,500MG,METFORMIN HYDROCHLORIDE,
29974,201993,EQ 5MG BASE,RIZATRIPTAN BENZOATE,
29975,201993,EQ 10MG BASE,RIZATRIPTAN BENZOATE,
29976,201994,5%,IMIQUIMOD,
29977,201995,40MG/5ML,FAMOTIDINE,
29978,202001,500MG;EQ 15MG BASE,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,
29979,202001,850MG;EQ 15MG BASE,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,
29980,202002,5%,IMIQUIMOD,
29981,202007,60MG; 30MG,ABACAVIR SULFATE; LAMIVUDINE,
29982,202008,10ML (13.5-51mCi/ML),AMYVID,
29983,202008,10-30ML (13.5-51mCi/ML),AMYVID,
29984,202008,10-50ML (13.5-51mCi/ML),AMYVID,
29985,202010,0.4MG,TAMSULOSIN HYDROCHLORIDE,
29986,202012,EQ 400MG BASE,EPROSARTAN MESYLATE,
29987,202012,EQ 600MG BASE,EPROSARTAN MESYLATE,
29988,202014,0.35MG,NORETHINDRONE,
29989,202017,EQ 10MG BASE/ML,VINORELBINE TARTRATE,
29990,202019,0.5MG,VARENICLINE,
29991,202019,1MG,VARENICLINE,
29992,202020,1MG,RAYOS,
29993,202020,2MG,RAYOS,
29994,202020,5MG,RAYOS,
29995,202022,EQ 25MG BASE,EDURANT,
29996,202023,25MG,SILDENAFIL CITRATE,
29997,202023,50MG,SILDENAFIL CITRATE,
29998,202023,100MG,SILDENAFIL CITRATE,
29999,202024,250MG/5ML,GABAPENTIN,
30000,202025,EQ 20MG BASE,SILDENAFIL CITRATE,
30001,202026,0.1%,TRETINOIN,
30002,202027,1.5%,DICLOFENAC SODIUM,
30003,202030,EQ 0.09% ACID,BROMFENAC SODIUM,
30004,202031,EQ 200MG BASE/VIAL,GEMCITABINE HYDROCHLORIDE,
30005,202031,EQ 1GM BASE/VIAL,GEMCITABINE HYDROCHLORIDE,
30006,202032,150MG,LAMIVUDINE,
30007,202032,300MG,LAMIVUDINE,
30008,202033,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,
30009,202033,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,
30010,202033,EQ 100MG TARTRATE,METOPROLOL SUCCINATE,
30011,202033,EQ 200MG TARTRATE,METOPROLOL SUCCINATE,
30012,202038,EQ 20MG BASE,PANTOPRAZOLE SODIUM,
30013,202038,EQ 40MG BASE,PANTOPRAZOLE SODIUM,
30014,202039,30MG,FEXOFENADINE HYDROCHLORIDE,
30015,202040,EQ 20MG BASE,ELETRIPTAN HYDROBROMIDE,
30016,202040,EQ 40MG BASE,ELETRIPTAN HYDROBROMIDE,
30017,202042,50MG,EFAVIRENZ,
30018,202042,200MG,EFAVIRENZ,
30019,202044,250MG,TINIDAZOLE,
30020,202044,500MG,TINIDAZOLE,
30021,202045,EQ 20MG BASE,DULOXETINE HYDROCHLORIDE,
30022,202045,EQ 30MG BASE,DULOXETINE HYDROCHLORIDE,
30023,202045,EQ 60MG BASE,DULOXETINE HYDROCHLORIDE,
30024,202046,5MG,LEVOCETIRIZINE DIHYDROCHLORIDE,
30025,202047,EQ 5MG BASE,RIZATRIPTAN BENZOATE,
30026,202047,EQ 10MG BASE,RIZATRIPTAN BENZOATE,
30027,202050,2.5MG,OLANZAPINE,
30028,202050,5MG,OLANZAPINE,
30029,202050,7.5MG,OLANZAPINE,
30030,202050,10MG,OLANZAPINE,
30031,202050,15MG,OLANZAPINE,
30032,202050,20MG,OLANZAPINE,
30033,202051,10MG,ADEFOVIR DIPIVOXIL,
30034,202053,EQ 2% BASE,DORZOLAMIDE HYDROCHLORIDE,
30035,202054,EQ 2% BASE;EQ 0.5% BASE,DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE,
30036,202057,1GM,VASCEPA,
30037,202058,300MG,ZIDOVUDINE,
30038,202061,50MG,BENZPHETAMINE HYDROCHLORIDE,
30039,202063,EQ 200MG BASE/VIAL,GEMCITABINE HYDROCHLORIDE,
30040,202063,EQ 1GM BASE/VIAL,GEMCITABINE HYDROCHLORIDE,
30041,202067,5MG,ONFI,
30042,202067,10MG,ONFI,
30043,202067,20MG,ONFI,
30044,202068,5MG,METHIMAZOLE,
30045,202068,10MG,METHIMAZOLE,
30046,202071,17GM/SCOOPFUL,POLYETHYLENE GLYCOL 3350,
30047,202074,EQ 25MG BASE;EQ 3MG BASE,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,
30048,202075,50MG,TRAMADOL HYDROCHLORIDE,
30049,202076,325MG;37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,
30050,202077,0.005%,LATANOPROST,
30051,202078,2.5MG,ZOLMITRIPTAN,
30052,202078,5MG,ZOLMITRIPTAN,
30053,202079,4MG,CANDESARTAN CILEXETIL,
30054,202079,8MG,CANDESARTAN CILEXETIL,
30055,202079,16MG,CANDESARTAN CILEXETIL,
30056,202079,32MG,CANDESARTAN CILEXETIL,
30057,202080,5MG,OXECTA,
30058,202080,7.5MG,OXECTA,
30059,202083,400MG,DARUNAVIR ETHANOLATE,
30060,202083,600MG,DARUNAVIR ETHANOLATE,
30061,202088,15MG,SUPRENZA,
30062,202088,30MG,SUPRENZA,
30063,202088,37.5MG,SUPRENZA,
30064,202091,500MG/5ML,SUPRAX,
30065,202093,650MG,TRANEXAMIC ACID,
30066,202096,EQ 4MG BASE,MONTELUKAST SODIUM,
30067,202096,EQ 5MG BASE,MONTELUKAST SODIUM,
30068,202099,10MG,ZENATANE,
30069,202099,20MG,ZENATANE,
30070,202099,40MG,ZENATANE,
30071,202100,5MG/ML,QUILLIVANT XR,
30072,202101,2MG,ARIPIPRAZOLE,
30073,202101,5MG,ARIPIPRAZOLE,
30074,202101,10MG,ARIPIPRAZOLE,
30075,202101,15MG,ARIPIPRAZOLE,
30076,202101,20MG,ARIPIPRAZOLE,
30077,202101,30MG,ARIPIPRAZOLE,
30078,202102,10MG,ARIPIPRAZOLE,
30079,202102,15MG,ARIPIPRAZOLE,
30080,202104,10MG,MORPHINE SULFATE,
30081,202104,20MG,MORPHINE SULFATE,
30082,202104,30MG,MORPHINE SULFATE,
30083,202104,50MG,MORPHINE SULFATE,
30084,202104,60MG,MORPHINE SULFATE,
30085,202104,80MG,MORPHINE SULFATE,
30086,202104,100MG,MORPHINE SULFATE,
30087,202107,300MG,KORLYM,
30088,202112,1MG,GLIMEPIRIDE,
30089,202112,2MG,GLIMEPIRIDE,
30090,202112,4MG,GLIMEPIRIDE,
30091,202114,5MG,DONEPEZIL HYDROCHLORIDE,
30092,202114,10MG,DONEPEZIL HYDROCHLORIDE,
30093,202116,5MG,OXYCODONE HYDROCHLORIDE,
30094,202116,15MG,OXYCODONE HYDROCHLORIDE,
30095,202116,30MG,OXYCODONE HYDROCHLORIDE,
30096,202118,75MG,DARUNAVIR ETHANOLATE,
30097,202118,150MG,DARUNAVIR ETHANOLATE,
30098,202118,400MG,DARUNAVIR ETHANOLATE,
30099,202118,600MG,DARUNAVIR ETHANOLATE,
30100,202121,100MG,PROGESTERONE,
30101,202121,200MG,PROGESTERONE,
30102,202122,0.5MG,ENTECAVIR,
30103,202122,1MG,ENTECAVIR,
30104,202123,200MG;EQ 25MG BASE;300MG,COMPLERA,
30105,202124,1MCG,PARICALCITOL,
30106,202124,2MCG,PARICALCITOL,
30107,202124,4MCG,PARICALCITOL,
30108,202126,100MCG,DEXMEDETOMIDINE HYDROCHLORIDE,
30109,202128,10MEQ,POTASSIUM CHLORIDE,
30110,202129,0.037MG/INH,ZETONNA,
30111,202130,20MG,TELMISARTAN,
30112,202130,40MG,TELMISARTAN,
30113,202130,80MG,TELMISARTAN,
30114,202133,EQ 60MG BASE,FLUOXETINE HYDROCHLORIDE,
30115,202136,75MG,DARUNAVIR,
30116,202136,150MG,DARUNAVIR,
30117,202136,300MG,DARUNAVIR,
30118,202136,400MG,DARUNAVIR,
30119,202136,600MG,DARUNAVIR,
30120,202139,75MG,INDOMETHACIN,
30121,202143,500MG/5ML (100MG/ML),LEVETIRACETAM,
30122,202144,8MG,HYDROMORPHONE HYDROCHLORIDE,
30123,202144,12MG,HYDROMORPHONE HYDROCHLORIDE,
30124,202144,16MG,HYDROMORPHONE HYDROCHLORIDE,
30125,202145,0.1%,HYDROCORTISONE BUTYRATE,
30126,202147,0.25MG/VIAL,COSYNTROPIN,
30127,202150,12.5MG;7.5MG,MOEXIPRIL HYDROCHLORIDE AND HYDROCHOLROTHIAZIDE,
30128,202150,12.5MG;15MG,MOEXIPRIL HYDROCHLORIDE AND HYDROCHOLROTHIAZIDE,
30129,202150,25MG;15MG,MOEXIPRIL HYDROCHLORIDE AND HYDROCHOLROTHIAZIDE,
30130,202152,EQ 25MG BASE,QUETIAPINE FUMARATE,
30131,202152,EQ 50MG BASE,QUETIAPINE FUMARATE,
30132,202152,EQ 100MG BASE,QUETIAPINE FUMARATE,
30133,202152,EQ 200MG BASE,QUETIAPINE FUMARATE,
30134,202152,EQ 300MG BASE,QUETIAPINE FUMARATE,
30135,202152,EQ 400MG BASE,QUETIAPINE FUMARATE,
30136,202155,2.5MG,ELIQUIS,
30137,202155,5MG,ELIQUIS,
