id,code,description
13361,46889-2,Sleep And Rest Pattern Knowledge Community [OMAHA],
13362,31070-6,Histoplasma capsulatum yeast phase Ab [Titer] in Body fluid by Complement fixation,
13363,49312-2,Acute leukemia markers [interpretation] in Unspecified specimen,
13364,13439-5,Protein Fractions [interpretation] in Cerebral spinal fluid by Electrophoresis,
13365,74416-9,Measles virus IgM Ab [Units/volume] in Body fluid by Immunoassay,
13366,38988-2,VA Compensation and Pension (C and P) examination thyroid/parathyroid diseases,
13367,18106-5,Cardiac echo study Procedure,
13368,56080-5,Weight gain [Mass] --during most recent pregnancy,
13369,14645-6,Chlorpromazine [Moles/volume] in Serum or Plasma,
13370,303-8,Lomefloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),
13371,53902-3,Voriconazole [Mass/volume] in Cerebral spinal fluid,
13372,29550-1,Medication dispensed Narrative,
13373,26931-6,Complement C4 [Units/volume] in Serum or Plasma,
13374,39909-7,Heart Scan first pass and wall motion and ventricular volume and ejection fraction W stress and W radionuclide IV,
13375,35954-7,Breast - left MRI,
13376,7450-0,Goosefoot triggered histamine release [Units/volume] in Blood,
13377,28677-3,Cylinder Eye - right Autorefractor.man,
13378,11437-1,Physical findings of Hip,
13379,73402-0,Doxycycline induced platelet IgG Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
13380,36259-0,Lower leg MRI W contrast IV,
13381,44315-0,Whitefaced Hornet IgG Ab RAST class [Presence] in Serum,
13382,52522-0,Overall Plan of Care/Advance Care Directives - Subheading,
13383,137-0,Ceftizoxime [Susceptibility] by Minimum inhibitory concentration (MIC),
13384,62135-9,I could stand up on my tiptoes in past 7 days [PROMIS],
13385,21506-1,Safflower IgG Ab RAST class [Presence] in Serum,
13386,32289-1,7-Dehydrocholesterol [Moles/volume] in Serum or Plasma,
13387,31423-7,Histone IgG Ab [Units/volume] in Serum,
13388,4087-3,Valproate Free [Mass/volume] in Serum or Plasma,
13389,29918-0,Bismuth [Mass/time] in 24 hour Urine,
13390,57463-2,Cortisol [Mass/volume] in Serum or Plasma --12th specimen,
13391,48394-1,Coccidioides sp Ab [Presence] in Body fluid by Immune diffusion (ID),
13392,53067-5,Argininosuccinate [Moles/volume] in Body fluid,
13393,61751-4,When I was in pain I moved my limbs protectively in past 7 days [PROMIS],
13394,64034-2,Supine expiratory CT image ID [PhenX],
13395,28388-7,Loose stools [HIV-SSC],
13396,67175-0,Longest adenoma dimension [PhenX],
13397,62277-9,Deprecated PhenX measure - vitamin D,
13398,73043-2,Ceftazidime induced neutrophil IgM Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
13399,12976-7,Urea nitrogen [Mass/volume] in Peritoneal dialysis fluid --6th specimen,
13400,40336-0,Somatotropin [Mass/volume] in Serum or Plasma --30 minutes post dose triple bolus,
13401,21460-1,Walleye Pike IgE Ab RAST class [Presence] in Serum,
13402,14269-5,Sec-butyl acetate [Mass/volume] in Blood,
13403,69185-7,Lower leg - bilateral MRI WO contrast,
13404,10073-5,S' wave duration in lead I,
13405,9096-9,Fluid balance 12 hour,
13406,1373-0,Calcitonin [Mass/volume] in Serum or Plasma --10 minutes post 2.4 mg/kg calcium short IV,
13407,23599-4,Leptospira sp identified in Tissue by Organism specific culture,
13408,41355-9,Elbow - right Flexion Active Range of Motion Quantitative,
13409,16154-7,Gastrin [Mass/volume] in Serum or Plasma --4th specimen post XXX challenge,
13410,33080-3,Gestational age estimated from Biparietal diameter by method of Lessoway 1998 (US),
13411,54215-9,Cortisol [Moles/volume] in Serum or Plasma --5 hours post dose corticotropin,
13412,35556-0,Trichophyton rubrum IgG Ab [Mass/volume] in Serum,
13413,29021-3,Argon laser trabeculoplasty treatment effects [#] Eye - right,
13414,64778-4,Other glaucoma drops you are using [PhenX],
13415,48729-8,CYBA gene mutation analysis in Blood or Tissue by Molecular genetics method Narrative,
13416,73270-1,Metronidazole induced platelet IgM Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
13417,71868-4,Hemoglobin D/Hemoglobin.total [Pure mass fraction] in Blood,
13418,14631-6,Bilirubin.total [Moles/volume] in Serum or Plasma,
13419,33850-9,Plasma cells immature [#/volume] in Bone marrow by Manual count,
13420,31570-5,Porcine influenza virus A Ab [Units/volume] in Serum,
13421,48298-4,Pigweed triggered leukotriene release [Mass/volume] by Leukocytes,
13422,55362-8,Thyrotropin [Units/volume] in Serum or Plasma --pre XXX challenge,
13423,72607-5,Streptococcus agalactiae [Presence] in Vag+Rectum by Organism specific culture,
13424,47330-6,Streptococcus pneumoniae 2 IgG Ab [Ratio] in Serum --2nd specimen/1st specimen,
13425,56310-6,Lobster IgG4 Ab [Mass/volume] in Serum,
13426,13880-0,Collagen type 4 IgG Ab [Units/volume] in Serum,
13427,49705-7,LMNA gene mutation analysis in Blood or Tissue by Molecular genetics method Narrative,
13428,40732-0,HIV 1 IgG Ab [Presence] in Serum by Immunoblot (IB),
13429,18417-6,Black Bean IgG Ab [Units/volume] in Serum,
13430,22784-3,African swine fever virus Ag [Presence] in Unspecified specimen by Immunofluorescence,
13431,54683-8,Verbal behavioral symptoms directed toward others in last 7 days [MDSv3],
13432,56712-3,Dexamethasone IgE Ab [Units/volume] in Serum,
13433,50948-9,Vanillylmandelate and Creatinine [interpretation] in 24 hour Urine Narrative,
13434,20202-8,Region of interest Circumference by US,
13435,18763-3,Physician consulting Initial assessment note,
13436,53507-0,Kynurenin/Creatinine [Molar ratio] in Urine,
13437,6392-5,Echovirus 30 Ab [Titer] in Serum by Complement fixation,
13438,30571-4,Vanillylmandelate/Creatinine [Mass Ratio] in 24 hour Urine,
13439,42839-1,Labor risk [CCC],
13440,27876-2,CD14+CD11b+ cells/100 cells in Blood,
13441,2620-3,Methionine [Presence] in Blood,
13442,10162-6,History of pregnancies Narrative,
13443,56298-3,Kiwifruit IgG4 Ab [Mass/volume] in Serum,
13444,45867-9,Number of days of training and skill practice in amputation or prosthesis care [Minimum Data Set],
13445,3410-8,Bumetanide [Mass/volume] in Urine,
13446,9694-1,Propoxur [Mass/volume] in Serum or Plasma,
13447,27962-0,Butalbital [Mass/mass] in Meconium,
13448,69461-2,Mother's body weight --at delivery,
13449,20836-3,Herbicide [Identifier] in Tissue,
13450,5552-5,Deprecated cyCD79 cells/100 cells in Blood,
13451,24382-4,Neutrophil associated Ab [Identifier] in Serum,
13452,73522-5,Ampicillin induced platelet IgM Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
13453,409-3,Piperacillin [Susceptibility] by Disk diffusion (KB),
13454,66863-2,How often do you feel close to people [PhenX],
13455,53990-8,Nuclear Ab pattern.chromosomal [Presence] in Serum by Immunofluorescence,
13456,70163-1,Chlamydia trachomatis and Neisseria gonorrhoeae rRNA panel - Cervix by Probe and target amplification method,
13457,28190-7,Physical regulation alteration [CCC],
13458,47501-2,Streptococcus pneumoniae 54 IgG Ab [Mass/volume] in Serum --1st specimen,
13459,67386-3,The clarity of my voice is unpredictable [PhenX],
13460,4034-5,Spironolactone [Mass/volume] in Urine,
13461,45338-1,Proinsulin/Insulin [Ratio] in Serum or Plasma,
13462,30458-4,Plasma cells [#/volume] in Blood,
13463,55559-9,Norpropoxyphene [Moles/volume] in Serum or Plasma,
13464,22277-8,Echovirus 4 Ab [Titer] in Serum,
13465,53513-8,Anthranilate/Creatinine [Molar ratio] in Urine,
13466,35527-1,Clinical trial protocol Supplements section,
13467,13577-2,Paroxetine [Presence] in Serum or Plasma,
13468,57100-0,Follitropin [Units/volume] in Serum or Plasma --30 minutes post dose gonadotropin releasing hormone,
13469,43489-4,Finger second - left X-ray GE 3 views,
13470,49365-0,Hepatitis B virus DNA [#/volume] (viral load) in Tissue by Probe and target amplification method,
13471,47954-3,Tiglylglycine [Moles/volume] in Plasma,
13472,53889-2,Deprecated Platelet aggregation.arachidonate induced,
13473,3347-2,Diethylpropion [Mass/time] in 24 hour Urine,
13474,2327-5,Gastrin releasing polypeptide [Mass/volume] in Cerebral spinal fluid,
13475,50457-1,Cortisol [Mass/volume] in Serum or Plasma --5th specimen,
13476,767-4,Neutrophils.hypersegmented/100 leukocytes in Blood by Manual count,
13477,30306-5,Efavirenz [Susceptibility],
13478,69526-2,Balancing - confidence [OPTIMAL],
13479,60545-1,Cryptosporidium sp DNA [Presence] in Unspecified specimen by Probe and target amplification method,
13480,68650-1,Clinical biochemical genetics Note,
13481,68439-9,Gabapentin [Presence] in Urine,
13482,59915-9,Indomethacin [Moles/volume] in Gastric fluid,
13483,46274-7,Direct antiglobulin test.poly specific reagent [Presence] on Red Blood Cells --after transfusion reaction,
13484,42553-8,Event description fall MERSTH,
13485,55998-9,Over refraction cylinder Contact lens - right,
13486,25997-8,Urate [Moles/volume] in 24 hour Urine,
13487,34899-5,Gastroenterology Interventional procedure note,
13488,4536-9,Deoxyhemoglobin/Hemoglobin.total in Blood,
13489,49527-5,Influenza virus A H7 RNA [Presence] in Isolate by Probe and target amplification method,
13490,4199-6,Codeine [Mass] of Dose,
13491,831-8,Deprecated A variant subtype Ab [Presence] in Serum or Plasma from donor,
13492,44796-1,Clostridium botulinum toxin [Identifier] in Unspecified specimen,
13493,9078-7,Potassium intake 12 hour,
13494,5421-3,Deprecated CD106 cells/100 cells in Blood,
13495,41747-7,Budesonide [Mass/volume] in Serum or Plasma,
13496,69472-9,Unit responded [Date and time] Vehicle NEMSIS,
13497,74300-5,Phenylalanine/Tyrosine [Molar ratio] in Dried blood spot --post therapeutic diet,
13498,23849-3,Creosol [Mass/volume] in Serum or Plasma,
13499,25042-3,CT Guidance for aspiration or biopsy of Unspecified body region,
13500,60683-0,FDA product label Plasma derivative,
13501,67664-3,EMS response Narrative NEMSIS,
13502,38182-2,Parainfluenza virus 1 IgG Ab [Units/volume] in Serum,
13503,73650-4,Ceftaroline [Susceptibility] by Disk diffusion (KB),
13504,59641-1,Clonazepam [Mass/mass] in Tissue,
13505,75151-1,Acadesine/Creatinine [Molar ratio] in Urine,
13506,7959-0,Leptospira sp Ab [Titer] in Serum,
13507,51045-3,CD123 blasts/100 blasts in Unspecified specimen,
13508,36955-3,Thyroid CT WO contrast,
13509,56821-2,Problem exacerbating factors,
13510,46163-2,Deprecated Borrelia burgdorferi 23kD IgM Ab [Presence] in Serum,
13511,57951-6,CPVT1 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,
13512,73153-9,Sildenafil citrate induced platelet IgG Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
13513,21416-3,Neisseria gonorrhoeae DNA [Presence] in Urine by Probe and target amplification method,
13514,38057-6,Breast implant - left MRI,
13515,16373-3,Amyl ether [Presence] in Blood,
13516,28896-9,Manufacturer name [Identifier] Contact lens - left Narrative,
13517,6517-7,Parvovirus B19 IgM Ab [Presence] in Serum by Immunoblot (IB),
13518,57699-1,Biotinidase deficiency newborn screening comment-discussion,
13519,24170-3,Polio virus 1 Ab [Titer] in Serum by Neutralization test --2nd specimen,
13520,10236-8,Oxygen content in Low right atrium,
13521,35441-5,HIV 1 gp120 Ab [Presence] in Saliva (oral fluid) by Immunoblot (IB),
13522,50452-2,Corticotropin [Mass/volume] in Plasma --8th specimen,
13523,33785-7,Basophils Immature [#/volume] in Blood by Manual count,
13524,7574-7,Pea triggered histamine release [Units/volume] in Blood,
13525,53368-7,Colorado tick fever virus Ab [Presence] in Unspecified specimen,
13526,33992-9,Pain trigger point [Anatomy] {Primary pain location},
13527,30910-4,Antimicrobials [Presence] in Urine,
13528,62003-9,I had trouble stopping my thoughts at bedtime in past 7 days [PROMIS],
13529,12256-4,Spermatozoa [#/area] in Semen by Microscopy high power field --post vasectomy,
13530,33231-2,Fatty casts [#/area] in Urine by Computer assisted method,
13531,23419-5,Salmonella abortus equi Ab [Presence] in Serum,
13532,53198-8,Palmitoleylcarnitine (C16:1) [Moles/volume] in Dried blood spot,
13533,2264-0,Ethanolamine [Mass/volume] in Urine,
13534,43996-8,Alpha-1-Fetoprotein [Multiple of the median] adjusted for diabetes+weight in Serum or Plasma,
13535,42049-7,3rd course surgery Cancer Rx,
13536,7408-8,Histamine extract triggered histamine release [Units/volume] in Blood,
13537,54941-0,Tungsten [Mass/volume] in Urine,
13538,66672-7,Avascular necrosis [PhenX],
13539,14644-9,Chlorpromazine [Presence] in Gastric fluid,
13540,5088-0,Chlamydia trachomatis Ab [Titer] in Serum by Immunofluorescence,
13541,20480-0,Deprecated Benzoylecgonine [Presence] in Meconium by Screen method,
13542,65046-5,New situations make me anxious [PhenX],
13543,41023-3,Aldosterone [Molar amount] in unspecified time Urine,
13544,35863-0,Voriconazole [Susceptibility] by Minimum inhibitory concentration (MIC),
13545,60467-8,Oxymorphone [Mass/volume] in Serum or Plasma,
13546,29943-8,Lead/Creatinine [Mass Ratio] in 24 hour Urine,
13547,47214-2,Homeostasis model assessment,
13548,27059-5,Trazodone [Mass/volume] in Urine,
13549,71214-1,My child worries about being able to go to college because of his-her illness in the past 4 weeks [FACIT],
13550,3030-4,Transcobalamin II [Mass/volume] in Serum,
13551,11404-1,Physical findings of Hand Narrative,
13552,73250-3,Nafcillin induced platelet IgM Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
13553,36631-0,Pelvis and Hip - left X-ray,
13554,24488-9,Epidermal Allergen Mix 73 (Chicken feather+Duck feather+Goose feather+Parrot feather) IgE Ab RAST class [Presence] in Serum by Multidisk,
13555,41989-5,Follow-up (referred to) provider /specialist or state location indicator CPHS,
13556,41695-8,Everninomicin [Susceptibility] by Gradient strip (E-test),
13557,17511-7,Red dye IgE Ab [Units/volume] in Serum,
13558,17788-1,Large unstained cells/100 leukocytes in Blood by Automated count,
13559,40551-4,CD10 Ag [Presence] in Tissue by Immune stain,
13560,9057-1,Calorie intake total 24 hour,
13561,47408-0,Fosphenytoin [Mass/volume] in Serum or Plasma,
13562,18571-0,ST amplitude.J point+80 ms Lead I,
13563,36230-1,Larynx MRI W contrast IV,
13564,70423-9,I have had chills in the past 7 days [FACIT],
13565,17320-3,Nefazodone [Mass/volume] in Urine,
13566,46933-8,Postpartum Function Behavior [OMAHA],
13567,16436-8,Bean wax Ab.IgE:ACnc:Pt:Ser:Qn,
13568,59107-3,Peak velocity by US --at stenosis,
13569,11987-5,Fetal Thorax Circumference derived by US,
13570,24014-3,Herpes simplex virus 2 IgG Ab [Titer] in Serum,
13571,25034-0,Wrist Fluoroscopy W contrast intraarticular,
13572,35245-0,Lactate [Mass or Moles/volume] in Serum or Plasma,
13573,8573-8,Thumb arteries - left Systolic blood pressure,
13574,33888-9,Activated partial thromboplastin time (aPTT).factor substitution in control Platelet poor plasma by Coagulation assay --1H post incubation with 1:4 normal plasma,
13575,42901-9,Dihydrocodeine [Mass/volume] in Serum or Plasma,
13576,61114-5,Mitochondria DNA complex III mutation analysis in Blood or Tissue by Molecular genetics method Narrative,
13577,64390-8,PhenX - fracture history protocol,
13578,42743-5,Phosphatidylcholine IgM Ab B2GP1 dependent [Multiple of the median] in Serum,
13579,16986-2,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --1 hour post dose glucose,
13580,26157-8,Shoulder - bilateral X-ray,
13581,58457-3,Sulfites [Presence] in Urine by Test strip,
13582,5990-7,Plasminogen activator tissue type [Units/volume] in Platelet poor plasma by Chromogenic method --20 minutes post venistasis,
13583,1425-8,Cortisol [Mass/volume] in Serum or Plasma --48 hours post 2 mg dexamethasone PO 2.5 day high dose q6h,
13584,50311-0,Chlamydia trachomatis DNA [Presence] in Unspecified specimen from donor by Probe and target amplification method,
13585,10090-9,ST initial amplitude 6 ms in lead V3,
13586,60434-8,CD19+CD103+ cells [#/volume] in Blood,
13587,27267-4,Homovanillate [Presence] in Urine,
13588,18513-2,QRS onset [Time] Reference beat,
13589,46285-3,US Guidance for core needle biopsy of Thyroid,
13590,21318-1,Deprecated Groundsel Tree IgE Ab RAST class in Serum,
13591,47852-9,Dehydroepiandrosterone (DHEA) [Mass/volume] in Serum or Plasma --pre 250 ug corticotropin,
13592,42819-3,Failure to thrive [CCC],
13593,45471-0,Patient responsible for self [Minimum Data Set],
13594,56978-0,Serotonin [Mass/volume] in 24 hour Urine,
13595,11781-2,Delivery date US composite estimate,
13596,15903-8,Parakeet feather IgE Ab RAST class [Presence] in Serum,
13597,25906-9,Dopamine [Moles/volume] in 24 hour Urine,
13598,13381-9,Tyrosine [Mass/volume] in Cerebral spinal fluid,
13599,20416-4,Hepatitis C virus RNA [#/volume] (viral load) in Serum or Plasma by Probe and target amplification method,
13600,49687-7,Trichoderma viride IgG Ab [Mass/volume] in Serum,
13601,64775-0,What treatment did your child receive for other eye or vision problems [PhenX],
13602,52108-8,Co sup(b) Ab [Presence] in Serum or Plasma,
13603,71075-6,Did your doctor-s show genuine concern for you [FACIT],
13604,41778-2,Femur - right X-ray portable,
13605,53916-3,Microscopic observation [Identifier] in Gastric fluid by Rhodamine-auramine fluorochrome stain,
13606,20953-6,Salmonella sp identified in Tissue by Organism specific culture,
13607,69882-9,Service comment 55,
13608,48040-0,Nucleated erythrocytes/100 leukocytes [Ratio] in Synovial fluid by Manual count,
13609,16917-7,Glutamine [Presence] in Urine,
13610,41984-6,Lipoprotein analysis status/results Set CPHS,
13611,55163-0,Streptococcus pyogenes enzyme Ab panel - Serum Qualitative,
13612,17780-8,Helicobacter pylori Ag [Presence] in Stool by Immunoassay,
13613,66952-3,Circumstances of fracture [PhenX],
13614,1599-0,Lutropin [Mass/volume] in Serum or Plasma --baseline,
13615,10269-9,Subarachnoid drain Institution inventory number,
13616,27562-8,Skilled nursing treatment plan or Date attending MD referred patient for Date and time,
13617,35119-7,Chloral hydrate [Presence] in Serum or Plasma,
13618,57189-3,Medication follow-up [OASIS],
13619,23486-4,Toxoplasma gondii Ab [Presence] in Serum by Latex agglutination,
13620,62544-2,Deprecated PhenX measure - alcohol - age of first use,
13621,33616-4,Cytomegalovirus early Ag [Presence] in Urine,
13622,2854-8,Prostaglandin F [Mass/volume] in Plasma,
13623,41445-8,Deprecated Microscopic observation [Identifier] in Unspecified specimen by Ova & Parasite Preparation,
13624,58545-5,Corticotropin [Moles/volume] in Plasma --12th specimen post XXX challenge,
13625,46096-4,Arsenic [Moles/mass] in Hair,
13626,13698-6,4-Hydroxyphenylpyruvate/Creatinine [Mass Ratio] in Urine,
13627,56883-2,BCHE gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,
13628,63213-3,Bactericidal permeability increasing protein Ab [Units/volume] in Serum by Immunoassay,
13629,62214-2,I could put on my socks by myself in past 7 days [PROMIS],
13630,25699-0,Insulin [Moles/volume] in Serum or Plasma --9th specimen post XXX challenge,
13631,18305-3,Amoeba identified in Aspirate by Iron hematoxylin stain,
13632,49075-5,Influenza virus A IgM Ab [Mass/volume] in Cerebral spinal fluid,
13633,56308-0,Lima Bean IgG4 Ab [Mass/volume] in Serum,
13634,34533-0,Odor of Urine,
13635,13366-0,Alpha aminoadipate [Mass/volume] in Cerebral spinal fluid,
13636,32093-7,Methadone [Presence] in Unspecified specimen,
13637,6759-5,Glucose [Presence] in Urine by Test strip --6 hours post 75 g glucose PO,
13638,73617-3,Nitazoxanide [Susceptibility] by Minimum inhibitory concentration (MIC),
13639,29104-7,Physical findings of Vitreous body - left Narrative,
13640,45017-1,Adenosine monophosphate.cyclic/Creatinine [Ratio] in Urine --baseline,
13641,53477-6,Levodopa/Tyrosine [Molar ratio] in Serum or Plasma,
13642,25303-9,Alpha 1 antitrypsin [Mass/mass] in Stool,
13643,42328-5,Bordetella pertussis IgA Ab [Units/volume] in Serum by Immunoassay,
13644,32956-5,Alveolar ridge [Shape] {Dental arch},
13645,34971-2,Neutrophil associated Ab [Presence] in Blood,
13646,14928-6,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma,
13647,64249-6,In the last 12 months or does your chest ever sound wheezy or whistling most days and nights [PhenX],
13648,49716-4,Dehydroepiandrosterone (DHEA) [Mass/volume] in Saliva (oral fluid),
13649,68693-1,Neurological surgery Progress note,
13650,25171-0,Bromide [Moles/volume] in Blood,
13651,34809-4,Ophthalmology Preoperative evaluation and management note,
13652,33584-4,Gastrin [Mass/volume] in Serum or Plasma --10 minutes pre XXX challenge,
13653,4547-6,Hemoglobin A1/Hemoglobin.total in Blood,
13654,50914-1,Strontium [Moles/volume] in Urine,
13655,21610-1,Zinc [Mass/volume] in 24 hour Urine,
13656,62889-1,Deprecated PhenX measure - medical history,
13657,53298-6,Triple phosphate crystals [#/volume] in Urine by Computer assisted method,
13658,49385-8,Herpes simplex virus 1+2 DNA [#/volume] (viral load) in Amniotic fluid by Probe and target amplification method,
13659,19133-8,Neisseria meningitidis A+C+w135+Y Ag [Presence] in Cerebral spinal fluid by Latex agglutination,
13660,60256-5,Neisseria gonorrhoeae rRNA [Presence] in Urine by Probe and target amplification method,
13661,19759-0,Swine serum albumin IgE Ab [Units/volume] in Serum,
13662,29139-3,Argon laser coagulation treatment Eye - right,
13663,14693-6,Norclobazam [Moles/volume] in Serum or Plasma,
13664,35564-4,HIV 1 p31+p32 Ab [Presence] in Serum by Immunoblot (IB),
13665,4215-0,Dextromoramide [Mass] of Dose,
13666,53115-2,Immature granulocytes [#/volume] in Blood by Automated count,
13667,40236-2,Calcium [Moles/volume] in Serum or Plasma --6.5 hours post XXX challenge,
13668,28813-4,Add 2 LM glasses lens - left,
13669,57130-7,Newborn screening report - overall interpretation,
13670,31774-3,Chlamydia trachomatis Ag [Presence] in Stool,
13671,64824-6,Have you ever had double vision [PhenX],
13672,48764-5,Summary purpose CCD Document,
13673,38459-4,Crystals [#/area] in Urine sediment by Microscopy high power field,
13674,10689-8,Microscopic observation [Identifier] in Nail by KOH preparation,
13675,74125-6,Mesothelin Ag [Presence] in Tissue by Immune stain,
13676,6769-4,Deprecated Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,
13677,12219-2,Glucose [Mass/volume] in Peritoneal fluid --4 hours post peritoneal dialysis,
13678,47527-7,Cytology report of Cervical or vaginal smear or scraping Cyto stain.thin prep,
13679,33042-3,Immunofixation [interpretation] for 24 hour Urine,
13680,18223-8,Epinephrine [Mass/volume] in Urine --6th specimen post XXX challenge,
13681,72024-3,VR-12 Physical functioning (PF) score - oblique method T-score,
13682,1452-2,Creatinine [Mass/volume] in 24 hour Urine --24 hours post 40 ug corticotropin IM BID 3 day,
13683,34097-6,Nursing facility Conference note,
13684,63490-7,Birthplace [PhenX],
13685,36550-2,Abdomen X-ray Single view,
13686,67685-8,Mother or father figure lost job [PhenX],
13687,26234-5,Upper extremity - right MRI,
13688,4845-4,HLA-B8 [Presence],
13689,33620-6,Tricarboxylporphyrin 1 [Mass/time] in 24 hour Stool,
13690,55581-3,Sulfasalazine [Moles/volume] in Serum or Plasma,
13691,30702-5,US Guidance for injection of Thyroid,
13692,62169-8,Other kids wanted to be with me in past 7 days [PROMIS],
13693,64015-1,How many times in the past 7 days was your baby fed pumped breast milk to drink [PhenX],
13694,10453-9,Xylose [Mass/volume] in Serum or Plasma --1 hour post dose xylose PO,
13695,49513-5,Fetal Abdomen Narrative Study observation or multiple fetuses US,
13696,43880-4,Bordetella pertussis filamentous hemagglutinin IgA Ab [Presence] in Serum,
13697,9531-5,Influenza virus A Ab [Titer] in Cerebral spinal fluid,
13698,23678-6,Bovine parainfluenza virus 3 Ag [Presence] in Tissue by Immunofluorescence,
13699,72783-4,JWH-018 pentanoate (synthetic cannabinoid metabolite)/Creatinine [Mass Ratio] in Urine,
13700,37435-5,Temporomandibular joint MRI cine,
13701,21301-7,Giardia lamblia IgM Ab [Titer] in Serum by Immunofluorescence,
13702,40920-1,Streptococcus pneumoniae 8 IgG Ab [Mass/volume] in Serum by Immunoassay,
13703,51174-1,CD36 blasts/100 blasts in Blood,
13704,47264-7,Adenosine monophosphate.cyclic [Moles/volume] in Urine --1st specimen post XXX challenge,
13705,39453-6,Tendon US,
13706,36375-4,Sacroiliac Joint CT W and WO contrast IV,
13707,44519-7,Herpes virus 6 Ab [Presence] in Serum,
13708,34335-0,Lysozyme [Mass/volume] in 24 hour Urine,
13709,4491-7,Complement C3c [Mass/volume] in Serum or Plasma,
13710,66488-8,Serotonin release.heparin.unfractionated [interpretation] in Serum Narrative,
13711,50479-5,Follitropin [Units/volume] in Serum or Plasma --3rd specimen,
13712,42705-4,US Guidance for abscess drainage of Appendix,
13713,21225-8,Cortisol [Mass/volume] in Serum or Plasma --3 hours post XXX challenge,
13714,3761-4,Mesterolone [Presence] in Urine,
13715,71797-5,Protoporphyrin.zinc [Moles/volume] in Red Blood Cells,
13716,35353-2,FSHD gene mutation analysis in Blood or Tissue by Molecular genetics method Narrative,
13717,50904-2,Selenium [Moles/mass] in Hair,
13718,8936-7,Fluid intake chest tube Estimated,
13719,41154-6,Giardia lamblia IgG Ab [Presence] in Serum,
13720,1504-0,Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g glucose PO,
13721,49572-1,Second trimester triple maternal screen [interpretation] in Serum or Plasma Narrative,
13722,54211-8,Cortisol [Moles/volume] in Serum or Plasma --24 hours post dose dexamethasone,
13723,36805-0,Shoulder vessels MRI angiogram,
13724,54496-5,Glucose [Moles/volume] in Serum or Plasma --5th specimen post XXX challenge,
13725,51019-8,CD10 blasts/100 blasts in Unspecified specimen,
13726,5909-7,Blood smear finding [Identifier] in Blood by Light microscopy,
13727,71970-8,PROMIS-10 Global Mental Health (GMH) score,
13728,26747-6,Cannabinoids/Creatinine [Mass Ratio] in Urine,
13729,23534-1,Trypanosoma sp Ab [Presence] in Serum by Immunofluorescence,
13730,34635-3,Citalopram [Mass/volume] in Serum or Plasma,
13731,42326-9,Drugs identified in Mother's milk by Screen method,
13732,23002-9,Classical swine fever virus Ab [Presence] in Serum by Immunoassay,
13733,49663-8,HIV nucleoside reverse transcriptase mutations by Phenotype method,
13734,2896-9,Protoporphyrin [Mass/volume] in Blood,
13735,50467-0,C peptide [Moles/volume] in Serum or Plasma --7th specimen,
13736,5861-0,Influenza virus A Ag [Presence] in Throat by Immunofluorescence,
13737,74129-8,Transforming growth factor alpha Ag [Presence] in Tissue by Immune stain,
13738,60682-2,FDA product label Standardized allergenic,
13739,39710-9,Heart SPECT perfusion W Tc-99m Sestamibi IV,
13740,20211-9,Left ventricular Cardiac output.4 chamber by US 2D modified single-plane calculated,
13741,320-2,Methacycline [Susceptibility] by Disk diffusion (KB),
13742,50168-4,Alanine aminotransferase [Enzymatic activity/volume] in Dialysis fluid,
13743,44779-7,Warm ischemic time {Organ},
13744,39858-6,Bone Scan flow,
13745,37357-1,Spine Lumbar and Sacrum and Sacroiliac Joint and Coccyx X-ray 5 views,
13746,35397-9,Epstein Barr virus DNA [Presence] in Bone marrow by Probe and target amplification method,
13747,69199-8,MRI Guidance for needle biopsy of Pancreas,
13748,21127-6,Cabbage IgG Ab RAST class [Presence] in Serum,
13749,10776-3,Microscopic observation [Identifier] in Tissue by Bodian stain,
13750,73230-5,Ondansetron induced platelet IgM Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
13751,30730-6,Zygomatic arch - bilateral X-ray portable,
13752,29673-1,Bordetella pertussis IgM Ab [Presence] in Serum,
13753,41397-1,Beta lactoglobulin IgE Ab [Units/volume] in Serum,
13754,53653-2,pH of Bile fluid,
13755,52722-6,Admitted from Facility [CARE],
13756,50070-2,11-Hydroxyandrostenedione [Moles/volume] in Serum or Plasma --1 hour post 250 ug corticotropin,
13757,60555-0,FDA package insert Accessories,
13758,6547-4,Rotavirus identified in Unspecified specimen by Organism specific culture,
13759,53729-0,Deprecated Borrelia burgdorferi 49736 Ab.IgG,
13760,10627-8,Spermatozoa Small Oval Head/100 spermatozoa in Semen,
13761,49459-1,Alzheimer precursor protein Ag [Presence] in Tissue by Immune stain,
13762,16312-1,Acetonitrile [Mass/volume] in Serum or Plasma,
